train_loss,train_betti_0_Accuracy,train_betti_1_Accuracy,train_betti_1_AUROC,train_betti_1_BalancedAccuracy,train_betti_2_Accuracy,train_betti_2_MCC,train_betti_2_BinaryAUROC,train_betti_2_BalancedAccuracy,test_loss,test_betti_0_Accuracy,test_betti_1_Accuracy,test_betti_1_AUROC,test_betti_1_BalancedAccuracy,test_betti_2_Accuracy,test_betti_2_MCC,test_betti_2_BinaryAUROC,test_betti_2_BalancedAccuracy,train_betti_1_MCC,train_betti_1_BinaryAUROC,train_betti_3_Accuracy,train_betti_3_MCC,train_betti_3_BinaryAUROC,train_betti_3_BalancedAccuracy,test_betti_1_MCC,test_betti_1_BinaryAUROC,test_betti_3_Accuracy,test_betti_3_MCC,test_betti_3_BinaryAUROC,test_betti_3_BalancedAccuracy,type_model,transform,ds_type,barycentric_subdivision_idx
0.4290402233600616,1.0,0.3263406157493591,0.5,0.142857164144516,0.92107093334198,0.0,0.5,0.5,0.4382103979587555,1.0,0.3334492444992065,0.5,0.1428571343421936,0.9199119210243224,0.0,0.5,0.5,,,,,,,,,,,,,tag,degree_transform,full_2d,0
0.4341266453266144,1.0,0.3263406157493591,0.5,0.142857164144516,0.92107093334198,0.0,0.5,0.5,0.4424337446689605,1.0,0.3334492444992065,0.5,0.1428571343421936,0.9199119210243224,0.0,0.5,0.5,,,,,,,,,,,,,tag,degree_transform,full_2d,0
0.4270682632923126,1.0,0.3207387030124664,0.4999999403953552,0.142857164144516,0.92107093334198,0.0,0.5,0.5,0.4371474981307983,1.0,0.3071395456790924,0.4999994337558746,0.1428571343421936,0.9199119210243224,0.0,0.5,0.5,,,,,,,,,,,,,tag,degree_transform,full_2d,0
0.426616907119751,1.0,0.3207387030124664,0.4999999403953552,0.142857164144516,0.92107093334198,0.0,0.5,0.5,0.4364078044891357,1.0,0.3071395456790924,0.4999994337558746,0.1428571343421936,0.9199119210243224,0.0,0.5,0.5,,,,,,,,,,,,,tag,degree_transform,full_2d,0
0.4292461574077606,1.0,0.3207387030124664,0.4999999403953552,0.142857164144516,0.92107093334198,0.0,0.5,0.5,0.43851038813591,1.0,0.3071395456790924,0.4999994337558746,0.1428571343421936,0.9199119210243224,0.0,0.5,0.5,,,,,,,,,,,,,tag,degree_transform,full_2d,0
0.0021555153653025,1.0000001192092896,0.9957261681556702,,0.9960815906524658,0.9980428218841552,,0.1090696081519126,0.9960793256759644,0.0024565735366195,1.0,0.9951270818710328,,0.9921313524246216,0.997883141040802,,0.1206538453698158,0.9920918941497804,,0.2126005291938781,0.9976834058761596,,0.1256856769323349,0.9960890412330629,,0.2407984435558319,0.9972440004348756,,0.1546542197465896,0.9960258603096008,mlp,degree_transform_onehot,full_3d,0
0.0021504233591258,1.0000001192092896,0.9957261681556702,,0.9960815906524658,0.9980428218841552,,0.1090696081519126,0.9960793256759644,0.0024511446245014,1.0,0.9951270818710328,,0.9921313524246216,0.997883141040802,,0.1206538453698158,0.9920918941497804,,0.2126005291938781,0.9976834058761596,,0.1256856769323349,0.9960890412330629,,0.2407984435558319,0.9972440004348756,,0.1546542197465896,0.9960258603096008,mlp,degree_transform_onehot,full_3d,0
0.0021480915602296,1.0000001192092896,0.9957261681556702,,0.9960815906524658,0.9980428218841552,,0.1090696081519126,0.9960793256759644,0.0024486505426466,1.0,0.9951270818710328,,0.9921313524246216,0.997883141040802,,0.1206538453698158,0.9920918941497804,,0.2126005291938781,0.9976834058761596,,0.1256856769323349,0.9960890412330629,,0.2407984435558319,0.9972440004348756,,0.1546542197465896,0.9960258603096008,mlp,degree_transform_onehot,full_3d,0
0.0021483788732439,1.0000001192092896,0.9957261681556702,,0.9960815906524658,0.9980428218841552,,0.1090696081519126,0.9960793256759644,0.0024488945491611,1.0,0.9951270818710328,,0.9921313524246216,0.997883141040802,,0.1206538453698158,0.9920918941497804,,0.2126005291938781,0.9976834058761596,,0.1256856769323349,0.9960890412330629,,0.2407984435558319,0.9972440004348756,,0.1546542197465896,0.9960258603096008,mlp,degree_transform_onehot,full_3d,0
0.0021521723829209,1.0000001192092896,0.9957261681556702,,0.9960815906524658,0.9980428218841552,,0.1090696081519126,0.9960793256759644,0.0024531637318432,1.0,0.9951270818710328,,0.9921313524246216,0.997883141040802,,0.1206538453698158,0.9920918941497804,,0.2126005291938781,0.9976834058761596,,0.1256856769323349,0.9960890412330629,,0.2407984435558319,0.9972440004348756,,0.1546542197465896,0.9960258603096008,mlp,degree_transform_onehot,full_3d,0
